,country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
195100,Spain,Crude petroleum - refinery capacity,2004,"Metric tons,  thousand",63416.46,,conventional_crude_oil
195101,Spain,Crude petroleum - refinery capacity,2003,"Metric tons,  thousand",63416.46,,conventional_crude_oil
195102,Spain,Crude petroleum - refinery capacity,2002,"Metric tons,  thousand",65910.22,,conventional_crude_oil
195103,Spain,Crude petroleum - refinery capacity,2001,"Metric tons,  thousand",64513.72,,conventional_crude_oil
195104,Spain,Crude petroleum - refinery capacity,2000,"Metric tons,  thousand",64513.72,,conventional_crude_oil
195105,Spain,Crude petroleum - refinery capacity,1999,"Metric tons,  thousand",65610.97,,conventional_crude_oil
195106,Spain,Crude petroleum - refinery capacity,1998,"Metric tons,  thousand",65610.97,,conventional_crude_oil
195107,Spain,Crude petroleum - refinery capacity,1997,"Metric tons,  thousand",64521.2,,conventional_crude_oil
195108,Spain,Crude petroleum - refinery capacity,1996,"Metric tons,  thousand",64620.95,,conventional_crude_oil
195109,Spain,Crude petroleum - refinery capacity,1995,"Metric tons,  thousand",66167.08,,conventional_crude_oil
195110,Spain,Crude petroleum - refinery capacity,1994,"Metric tons,  thousand",63975.0,,conventional_crude_oil
195111,Spain,Crude petroleum - refinery capacity,1993,"Metric tons,  thousand",63975.0,,conventional_crude_oil
195112,Spain,Crude petroleum - refinery capacity,1992,"Metric tons,  thousand",64870.0,,conventional_crude_oil
195113,Spain,Crude petroleum - refinery capacity,1991,"Metric tons,  thousand",64000.0,,conventional_crude_oil
195114,Spain,Crude petroleum - refinery capacity,1990,"Metric tons,  thousand",65870.0,,conventional_crude_oil
195115,Sri Lanka,Crude petroleum - refinery capacity,2014,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195116,Sri Lanka,Crude petroleum - refinery capacity,2013,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195117,Sri Lanka,Crude petroleum - refinery capacity,2012,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195118,Sri Lanka,Crude petroleum - refinery capacity,2011,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195119,Sri Lanka,Crude petroleum - refinery capacity,2010,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195120,Sri Lanka,Crude petroleum - refinery capacity,2009,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195121,Sri Lanka,Crude petroleum - refinery capacity,2008,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195122,Sri Lanka,Crude petroleum - refinery capacity,2007,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195123,Sri Lanka,Crude petroleum - refinery capacity,2006,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195124,Sri Lanka,Crude petroleum - refinery capacity,2005,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195125,Sri Lanka,Crude petroleum - refinery capacity,2004,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195126,Sri Lanka,Crude petroleum - refinery capacity,2003,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195127,Sri Lanka,Crude petroleum - refinery capacity,2002,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195128,Sri Lanka,Crude petroleum - refinery capacity,2001,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195129,Sri Lanka,Crude petroleum - refinery capacity,2000,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195130,Sri Lanka,Crude petroleum - refinery capacity,1999,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195131,Sri Lanka,Crude petroleum - refinery capacity,1998,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195132,Sri Lanka,Crude petroleum - refinery capacity,1997,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195133,Sri Lanka,Crude petroleum - refinery capacity,1996,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195134,Sri Lanka,Crude petroleum - refinery capacity,1995,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195135,Sri Lanka,Crude petroleum - refinery capacity,1994,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195136,Sri Lanka,Crude petroleum - refinery capacity,1993,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195137,Sri Lanka,Crude petroleum - refinery capacity,1992,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195138,Sri Lanka,Crude petroleum - refinery capacity,1991,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195139,Sri Lanka,Crude petroleum - refinery capacity,1990,"Metric tons,  thousand",2350.0,,conventional_crude_oil
195140,Sudan,Crude petroleum - refinery capacity,2014,"Metric tons,  thousand",6074.0,,conventional_crude_oil
195141,Sudan,Crude petroleum - refinery capacity,2013,"Metric tons,  thousand",6074.0,,conventional_crude_oil
195142,Sudan,Crude petroleum - refinery capacity,2012,"Metric tons,  thousand",6074.0,,conventional_crude_oil
195143,Sudan (former),Crude petroleum - refinery capacity,2011,"Metric tons,  thousand",6074.0,,conventional_crude_oil
195144,Sudan (former),Crude petroleum - refinery capacity,2010,"Metric tons,  thousand",6074.0,,conventional_crude_oil
195145,Sudan (former),Crude petroleum - refinery capacity,2009,"Metric tons,  thousand",6074.0,,conventional_crude_oil
195146,Sudan (former),Crude petroleum - refinery capacity,2008,"Metric tons,  thousand",6074.0,,conventional_crude_oil
195147,Sudan (former),Crude petroleum - refinery capacity,2007,"Metric tons,  thousand",7336.0,,conventional_crude_oil
195148,Sudan (former),Crude petroleum - refinery capacity,2006,"Metric tons,  thousand",7336.0,,conventional_crude_oil
195149,Sudan (former),Crude petroleum - refinery capacity,2005,"Metric tons,  thousand",6089.0,,conventional_crude_oil
195150,Sudan (former),Crude petroleum - refinery capacity,2004,"Metric tons,  thousand",6089.0,,conventional_crude_oil
195151,Sudan (former),Crude petroleum - refinery capacity,2003,"Metric tons,  thousand",6089.0,,conventional_crude_oil
195152,Sudan (former),Crude petroleum - refinery capacity,2002,"Metric tons,  thousand",6089.0,,conventional_crude_oil
195153,Sudan (former),Crude petroleum - refinery capacity,2001,"Metric tons,  thousand",6089.0,,conventional_crude_oil
195154,Sudan (former),Crude petroleum - refinery capacity,2000,"Metric tons,  thousand",4092.0,,conventional_crude_oil
195155,Sudan (former),Crude petroleum - refinery capacity,1999,"Metric tons,  thousand",1098.0,,conventional_crude_oil
195156,Sudan (former),Crude petroleum - refinery capacity,1998,"Metric tons,  thousand",1098.0,,conventional_crude_oil
195157,Sudan (former),Crude petroleum - refinery capacity,1997,"Metric tons,  thousand",1081.0,,conventional_crude_oil
195158,Sudan (former),Crude petroleum - refinery capacity,1996,"Metric tons,  thousand",1081.0,,conventional_crude_oil
195159,Sudan (former),Crude petroleum - refinery capacity,1995,"Metric tons,  thousand",1081.0,,conventional_crude_oil
195160,Sudan (former),Crude petroleum - refinery capacity,1994,"Metric tons,  thousand",1081.0,,conventional_crude_oil
195161,Sudan (former),Crude petroleum - refinery capacity,1993,"Metric tons,  thousand",1081.0,,conventional_crude_oil
195162,Sudan (former),Crude petroleum - refinery capacity,1992,"Metric tons,  thousand",1081.0,,conventional_crude_oil
195163,Sudan (former),Crude petroleum - refinery capacity,1991,"Metric tons,  thousand",1081.0,,conventional_crude_oil
195164,Sudan (former),Crude petroleum - refinery capacity,1990,"Metric tons,  thousand",1081.0,,conventional_crude_oil
195165,Suriname,Crude petroleum - refinery capacity,2014,"Metric tons,  thousand",390.0,,conventional_crude_oil
195166,Suriname,Crude petroleum - refinery capacity,2013,"Metric tons,  thousand",390.0,,conventional_crude_oil
195167,Suriname,Crude petroleum - refinery capacity,2012,"Metric tons,  thousand",390.0,,conventional_crude_oil
195168,Suriname,Crude petroleum - refinery capacity,2011,"Metric tons,  thousand",390.0,,conventional_crude_oil
195169,Suriname,Crude petroleum - refinery capacity,2010,"Metric tons,  thousand",390.0,,conventional_crude_oil
195170,Suriname,Crude petroleum - refinery capacity,2009,"Metric tons,  thousand",390.0,,conventional_crude_oil
195171,Suriname,Crude petroleum - refinery capacity,2008,"Metric tons,  thousand",390.0,,conventional_crude_oil
195172,Suriname,Crude petroleum - refinery capacity,2007,"Metric tons,  thousand",390.0,,conventional_crude_oil
195173,Suriname,Crude petroleum - refinery capacity,2006,"Metric tons,  thousand",390.0,,conventional_crude_oil
195174,Suriname,Crude petroleum - refinery capacity,2005,"Metric tons,  thousand",390.0,,conventional_crude_oil
195175,Suriname,Crude petroleum - refinery capacity,2004,"Metric tons,  thousand",390.0,,conventional_crude_oil
195176,Suriname,Crude petroleum - refinery capacity,2003,"Metric tons,  thousand",390.0,,conventional_crude_oil
195177,Suriname,Crude petroleum - refinery capacity,2002,"Metric tons,  thousand",390.0,,conventional_crude_oil
195178,Suriname,Crude petroleum - refinery capacity,2001,"Metric tons,  thousand",390.0,,conventional_crude_oil
195179,Suriname,Crude petroleum - refinery capacity,2000,"Metric tons,  thousand",390.0,,conventional_crude_oil
195180,Suriname,Crude petroleum - refinery capacity,1999,"Metric tons,  thousand",390.0,,conventional_crude_oil
195181,Suriname,Crude petroleum - refinery capacity,1998,"Metric tons,  thousand",390.0,,conventional_crude_oil
195182,Suriname,Crude petroleum - refinery capacity,1997,"Metric tons,  thousand",390.0,,conventional_crude_oil
195183,Sweden,Crude petroleum - refinery capacity,2014,"Metric tons,  thousand",21796.0,,conventional_crude_oil
195184,Sweden,Crude petroleum - refinery capacity,2013,"Metric tons,  thousand",21796.0,,conventional_crude_oil
195185,Sweden,Crude petroleum - refinery capacity,2012,"Metric tons,  thousand",21796.0,,conventional_crude_oil
195186,Sweden,Crude petroleum - refinery capacity,2011,"Metric tons,  thousand",21796.0,,conventional_crude_oil
195187,Sweden,Crude petroleum - refinery capacity,2010,"Metric tons,  thousand",21796.0,,conventional_crude_oil
195188,Sweden,Crude petroleum - refinery capacity,2009,"Metric tons,  thousand",21796.0,,conventional_crude_oil
195189,Sweden,Crude petroleum - refinery capacity,2008,"Metric tons,  thousand",21796.0,,conventional_crude_oil
195190,Sweden,Crude petroleum - refinery capacity,2007,"Metric tons,  thousand",21811.0,,conventional_crude_oil
195191,Sweden,Crude petroleum - refinery capacity,2006,"Metric tons,  thousand",21661.0,,conventional_crude_oil
195192,Sweden,Crude petroleum - refinery capacity,2005,"Metric tons,  thousand",21661.0,,conventional_crude_oil
195193,Sweden,Crude petroleum - refinery capacity,2004,"Metric tons,  thousand",21661.0,,conventional_crude_oil
195194,Sweden,Crude petroleum - refinery capacity,2003,"Metric tons,  thousand",21147.0,,conventional_crude_oil
195195,Sweden,Crude petroleum - refinery capacity,2002,"Metric tons,  thousand",21147.0,,conventional_crude_oil
195196,Sweden,Crude petroleum - refinery capacity,2001,"Metric tons,  thousand",21097.0,,conventional_crude_oil
195197,Sweden,Crude petroleum - refinery capacity,2000,"Metric tons,  thousand",21595.0,,conventional_crude_oil
195198,Sweden,Crude petroleum - refinery capacity,1999,"Metric tons,  thousand",21595.0,,conventional_crude_oil
195199,Sweden,Crude petroleum - refinery capacity,1998,"Metric tons,  thousand",21595.0,,conventional_crude_oil
195200,Sweden,Crude petroleum - refinery capacity,1997,"Metric tons,  thousand",21750.0,,conventional_crude_oil
195201,Sweden,Crude petroleum - refinery capacity,1996,"Metric tons,  thousand",22000.0,,conventional_crude_oil
195202,Sweden,Crude petroleum - refinery capacity,1995,"Metric tons,  thousand",22000.0,,conventional_crude_oil
195203,Sweden,Crude petroleum - refinery capacity,1994,"Metric tons,  thousand",22000.0,,conventional_crude_oil
195204,Sweden,Crude petroleum - refinery capacity,1993,"Metric tons,  thousand",21350.0,,conventional_crude_oil
195205,Sweden,Crude petroleum - refinery capacity,1992,"Metric tons,  thousand",21700.0,,conventional_crude_oil
195206,Sweden,Crude petroleum - refinery capacity,1991,"Metric tons,  thousand",21700.0,,conventional_crude_oil
195207,Sweden,Crude petroleum - refinery capacity,1990,"Metric tons,  thousand",22000.0,,conventional_crude_oil
195208,Switzerland,Crude petroleum - refinery capacity,2014,"Metric tons,  thousand",3591.0,,conventional_crude_oil
195209,Switzerland,Crude petroleum - refinery capacity,2013,"Metric tons,  thousand",3591.0,,conventional_crude_oil
195210,Switzerland,Crude petroleum - refinery capacity,2012,"Metric tons,  thousand",3591.0,,conventional_crude_oil
195211,Switzerland,Crude petroleum - refinery capacity,2011,"Metric tons,  thousand",3591.0,,conventional_crude_oil
195212,Switzerland,Crude petroleum - refinery capacity,2010,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195213,Switzerland,Crude petroleum - refinery capacity,2009,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195214,Switzerland,Crude petroleum - refinery capacity,2008,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195215,Switzerland,Crude petroleum - refinery capacity,2007,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195216,Switzerland,Crude petroleum - refinery capacity,2006,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195217,Switzerland,Crude petroleum - refinery capacity,2005,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195218,Switzerland,Crude petroleum - refinery capacity,2004,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195219,Switzerland,Crude petroleum - refinery capacity,2003,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195220,Switzerland,Crude petroleum - refinery capacity,2002,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195221,Switzerland,Crude petroleum - refinery capacity,2001,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195222,Switzerland,Crude petroleum - refinery capacity,2000,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195223,Switzerland,Crude petroleum - refinery capacity,1999,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195224,Switzerland,Crude petroleum - refinery capacity,1998,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195225,Switzerland,Crude petroleum - refinery capacity,1997,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195226,Switzerland,Crude petroleum - refinery capacity,1996,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195227,Switzerland,Crude petroleum - refinery capacity,1995,"Metric tons,  thousand",6584.0,,conventional_crude_oil
195228,Switzerland,Crude petroleum - refinery capacity,1994,"Metric tons,  thousand",6850.0,,conventional_crude_oil
195229,Switzerland,Crude petroleum - refinery capacity,1993,"Metric tons,  thousand",6850.0,,conventional_crude_oil
195230,Switzerland,Crude petroleum - refinery capacity,1992,"Metric tons,  thousand",6850.0,,conventional_crude_oil
195231,Switzerland,Crude petroleum - refinery capacity,1991,"Metric tons,  thousand",6850.0,,conventional_crude_oil
195232,Switzerland,Crude petroleum - refinery capacity,1990,"Metric tons,  thousand",6850.0,,conventional_crude_oil
195233,Syrian Arab Republic,Crude petroleum - refinery capacity,2014,"Metric tons,  thousand",11963.0,,conventional_crude_oil
195234,Syrian Arab Republic,Crude petroleum - refinery capacity,2013,"Metric tons,  thousand",11963.0,,conventional_crude_oil
195235,Syrian Arab Republic,Crude petroleum - refinery capacity,2012,"Metric tons,  thousand",11963.0,,conventional_crude_oil
195236,Syrian Arab Republic,Crude petroleum - refinery capacity,2011,"Metric tons,  thousand",11963.0,,conventional_crude_oil
195237,Syrian Arab Republic,Crude petroleum - refinery capacity,2010,"Metric tons,  thousand",11963.0,,conventional_crude_oil
